Phase-Out,Net-Zero,Retrofitting,Lightweighting,Modal Shift,Scrap Age,Regulated EV manufacture,Emissions,Energy
2025,2020,0, 1120, 0,16,0,115.32507880222857,1798218581110.0078
2025,2020,0, 1120, 0,16,1,92.74394505026197,1789628431110.0078
2025,2020,0, 1120, 0,14,0,113.71990112064466,1797588182534.6318
2025,2020,0, 1120, 0,14,1,89.66788896165806,1788008132534.6318
2025,2020,0, 1120, 0,12,0,112.25728404479824,1802508554945.061
2025,2020,0, 1120, 0,12,1,87.13109704694496,1791762184945.061
2025,2020,0, 1120, 0,10,0,110.67286768836559,1811840564092.352
2025,2020,0, 1120, 0,10,1,84.89395826402726,1799739599092.352
2025,2020,0, 1120, -20,20,0,104.19576851709942,1557321771457.5417
2025,2020,0, 1120, -20,20,1,88.58415033317195,1551632806457.5417
2025,2020,0, 1120, -20,18,0,100.43109876890729,1527107163885.4417
2025,2020,0, 1120, -20,18,1,84.03130717967731,1521130983885.4417
2025,2020,0, 1120, -20,16,0,97.88023572006814,1510217697970.881
2025,2020,0, 1120, -20,16,1,80.21091333439732,1503731802970.881
2025,2020,0, 1120, -20,14,0,96.07884376398393,1503071678697.2676
2025,2020,0, 1120, -20,14,1,77.07291482615145,1495868303697.2676
2025,2020,0, 1120, -20,12,0,95.18694887505674,1511986794026.2886
2025,2020,0, 1120, -20,12,1,75.0293620523368,1503645169026.2886
2025,2020,0, 1120, -20,10,0,94.10737152339209,1525112163810.7434
2025,2020,0, 1120, -20,10,1,73.27848559808878,1515417523810.7434
2025,2020,0, 1120, -40,20,0,85.89167053682482,1276572015536.808
2025,2020,0, 1120, -40,20,1,74.35107645551483,1272366555536.808
2025,2020,0, 1120, -40,18,0,82.81907837537345,1248738376425.5862
2025,2020,0, 1120, -40,18,1,70.83739642504096,1244372181425.5862
2025,2020,0, 1120, -40,16,0,80.74687016815871,1232306493962.1318
2025,2020,0, 1120, -40,16,1,67.78177919836622,1227581938962.1318
2025,2020,0, 1120, -40,14,0,79.18484251211872,1222795409286.7236
2025,2020,0, 1120, -40,14,1,65.0742056538604,1217558364286.7236
2025,2020,0, 1120, -40,12,0,77.97279496846144,1220705637274.7266
2025,2020,0, 1120, -40,12,1,62.803443777515625,1214749847274.7266
2025,2020,0, 1120, -40,10,0,77.46108315194364,1238031823549.2798
2025,2020,0, 1120, -40,10,1,61.59562384247784,1230735868549.2798
2025,2020,0, 1120, -60,20,0,66.83819902485365,988745122947.9156
2025,2020,0, 1120, -60,20,1,59.144469637313655,985941482947.9156
2025,2020,0, 1120, -60,18,0,64.52818195784036,966615584428.3235
2025,2020,0, 1120, -60,18,1,56.733219288885365,963775054428.3235
2025,2020,0, 1120, -60,16,0,63.281803362094365,954656407131.2822
2025,2020,0, 1120, -60,16,1,54.85051720995937,951583997131.2822
2025,2020,0, 1120, -60,14,0,62.130443374899095,944764171639.9471
2025,2020,0, 1120, -60,14,1,52.800462197997426,941348286639.9471
2025,2020,0, 1120, -60,12,0,60.355384389085,931082339734.2726
2025,2020,0, 1120, -60,12,1,50.48831579275,927302534734.2726
2025,2020,0, 1120, -60,10,0,60.66155222970576,949695414711.8481
2025,2020,0, 1120, -60,10,1,49.75023119802829,944798934711.8481
2025,2020,0, 1120, -80,20,0,47.95071576215637,695443528403.2972
2025,2020,0, 1120, -80,20,1,44.10385106838637,694041708403.2972
2025,2020,0, 1120, -80,18,0,46.44711451379293,683115371692.492
2025,2020,0, 1120, -80,18,1,42.60024982002293,681713551692.492
2025,2020,0, 1120, -80,16,0,45.029596642970155,671029648059.1152
2025,2020,0, 1120, -80,16,1,40.90795589964515,669527698059.1152
2025,2020,0, 1120, -80,14,0,44.660101460088406,665866569059.1226
2025,2020,0, 1120, -80,14,1,39.96721577163591,664156454059.1226
2025,2020,0, 1120, -80,12,0,45.30427446432624,672473794996.6082
2025,2020,0, 1120, -80,12,1,39.41211007678123,670268619996.6082
2025,2020,0, 1120, -80,10,0,46.77136715567762,692792886977.981
2025,2020,0, 1120, -80,10,1,39.43101581596429,689775861977.981
2025,2020,0, 840, 20,20,0,127.7235623678702,1933521978317.8687
2025,2020,0, 840, 20,20,1,105.60524721595775,1925440678317.8687
2025,2020,0, 840, 20,18,0,123.0822013930224,1890893127885.8887
2025,2020,0, 840, 20,18,1,100.03294469546745,1882444227885.8887
2025,2020,0, 840, 20,16,0,119.72930834273257,1863253945504.1357
2025,2020,0, 840, 20,16,1,95.4216163190268,1854216215504.1357
2025,2020,0, 840, 20,14,0,117.3904578585129,1849183488598.0237
2025,2020,0, 840, 20,14,1,91.77145539706547,1839339248598.0237
2025,2020,0, 840, 20,12,0,115.25805475852128,1841643234146.8271
2025,2020,0, 840, 20,12,1,88.69800842150299,1830845914146.8271
2025,2020,0, 840, 20,10,0,113.0990761922587,1839400061675.8157
2025,2020,0, 840, 20,10,1,85.96855117550871,1827505311675.8157
2025,2020,0, 840, 0,20,0,115.42158559200983,1737036262016.7646
2025,2020,0, 840, 0,20,1,97.66078284178737,1730923972016.7646
2025,2020,0, 840, 0,18,0,110.72744187498554,1693638556406.694
2025,2020,0, 840, 0,18,1,92.03569757912055,1687158666406.694
2025,2020,0, 840, 0,16,0,107.34872263273948,1665596837498.1387
2025,2020,0, 840, 0,16,1,87.40656344077286,1658527537498.1387
2025,2020,0, 840, 0,14,0,105.01720024602542,1651431871513.296
2025,2020,0, 840, 0,14,1,83.7781375270388,1643553571513.296
2025,2020,0, 840, 0,12,0,102.92776042538708,1644034704465.439
2025,2020,0, 840, 0,12,1,80.74290129953381,1635206564465.439
2025,2020,0, 840, 0,10,0,100.86223271586518,1642459436955.0535
2025,2020,0, 840, 0,10,1,78.10362701152687,1632531206955.0535
2025,2020,0, 840, -20,20,0,98.98395937308659,1477253724920.5535
2025,2020,0, 840, -20,20,1,85.19554760115912,1472568694920.5535
2025,2020,0, 840, -20,18,0,94.85285200430124,1437349372394.62
2025,2020,0, 840, -20,18,1,80.36831383907126,1432427812394.62
2025,2020,0, 840, -20,16,0,91.76548905368597,1409318115128.6997
2025,2020,0, 840, -20,16,1,76.16004887201515,1403977425128.6997
2025,2020,0, 840, -20,14,0,89.32814410223519,1390142131498.4883
2025,2020,0, 840, -20,14,1,72.5440249444027,1384213681498.4883
2025,2020,0, 840, -20,12,0,87.79846972112419,1387282284187.0845
2025,2020,0, 840, -20,12,1,69.99993681840421,1380426334187.0845
2025,2020,0, 840, -20,10,0,86.23697534250736,1390140441011.7173
2025,2020,0, 840, -20,10,1,67.84865500120405,1382185561011.7173
2025,2020,0, 840, -40,20,0,82.06564422021924,1218842452128.1826
2025,2020,0, 840, -40,20,1,71.87282106690924,1215379132128.1826
2025,2020,0, 840, -40,18,0,78.76929938924435,1184564857623.7493
2025,2020,0, 840, -40,18,1,68.18690091491186,1180969167623.7493
2025,2020,0, 840, -40,16,0,76.31505088060814,1160151975675.5256
2025,2020,0, 840, -40,16,1,64.86409103481564,1156261165675.5256
2025,2020,0, 840, -40,14,0,74.26497974761189,1141443670810.1777
2025,2020,0, 840, -40,14,1,61.803172689353545,1137132080810.1777
2025,2020,0, 840, -40,12,0,72.51677810882231,1129448669353.4346
2025,2020,0, 840, -40,12,1,59.12209692187647,1124549689353.4346
2025,2020,0, 840, -40,10,0,71.52168409506754,1137183447482.625
2025,2020,0, 840, -40,10,1,57.51493744560174,1131195837482.625
2025,2020,0, 840, -60,20,0,64.30903371208838,951434386862.6584
2025,2020,0, 840, -60,20,1,57.51381827654837,949125506862.6584
2025,2020,0, 840, -60,18,0,61.906115189430835,925554668689.9192
2025,2020,0, 840, -60,18,1,55.02148902447583,923215408689.9192
2025,2020,0, 840, -60,16,0,60.419990356138186,908838913766.8999
2025,2020,0, 840, -60,16,1,52.97335389200318,906308693766.8999
2025,2020,0, 840, -60,14,0,58.934077606480614,892853621561.0609
2025,2020,0, 840, -60,14,1,50.69388358957894,890040751561.0609
2025,2020,0, 840, -60,12,0,56.85724164380133,872778725503.4106
2025,2020,0, 840, -60,12,1,48.14414942346632,869668415503.4106
2025,2020,0, 840, -60,10,0,56.64177897800549,882619469495.3094
2025,2020,0, 840, -60,10,1,47.008585590327996,878599709495.3094
2025,2020,0, 840, -80,20,0,46.738440439928226,679646625540.2968
2025,2020,0, 840, -80,20,1,43.34083272215822,678492185540.2968
2025,2020,0, 840, -80,18,0,45.19010668096799,664873170092.3572
2025,2020,0, 840, -80,18,1,41.792498963197986,663718730092.3572
2025,2020,0, 840, -80,16,0,43.64138629785864,649220578094.7606
2025,2020,0, 840, -80,16,1,40.001092314533636,647983678094.7606
2025,2020,0, 840, -80,14,0,43.07984765981635,641054701576.8368
2025,2020,0, 840, -80,14,1,38.935021703363844,639646371576.8368
2025,2020,0, 840, -80,12,0,43.324151965727786,642504654250.2395
2025,2020,0, 840, -80,12,1,38.12065485018278,640689404250.2395
2025,2020,0, 840, -80,10,0,44.268794131042135,656051258965.5891
2025,2020,0, 840, -80,10,1,37.787702247328795,653571308965.5891
2025,2020,0.2, 1400, 20,20,0,140.8331651811883,2171706521366.2969
2025,2020,0.2, 1400, 20,20,1,114.93212274355253,2161898921366.2969
2025,2020,0.2, 1400, 20,18,0,136.59286791294295,2147693602190.7874
2025,2020,0.2, 1400, 20,18,1,109.76057815252634,2137465902190.7874
2025,2020,0.2, 1400, 20,16,0,133.71253735599782,2138046326820.0537
2025,2020,0.2, 1400, 20,16,1,105.57310879958787,2127133826820.0537
2025,2020,0.2, 1400, 20,14,0,132.37384749272445,2146151940624.474
2025,2020,0.2, 1400, 20,14,1,102.58572488124118,2134211240624.474
2025,2020,0.2, 1400, 20,12,0,132.05878777015494,2168094946951.1973
2025,2020,0.2, 1400, 20,12,1,100.55359948535748,2154799046951.1973
2025,2020,0.2, 1400, 20,10,0,131.73606605568446,2194740551392.507
2025,2020,0.2, 1400, 20,10,1,98.80389366371534,2179906651392.507
2025,2020,0.2, 1400, 0,20,0,124.95793858905046,1919885115241.6025
2025,2020,0.2, 1400, 0,20,1,104.50185612323882,1912839515241.6025
2025,2020,0.2, 1400, 0,18,0,120.71953114264203,1895788367940.232
2025,2020,0.2, 1400, 0,18,1,99.32522624072791,1888316467940.232
2025,2020,0.2, 1400, 0,16,0,117.80062656356543,1885819560734.15
2025,2020,0.2, 1400, 0,16,1,95.11011291044879,1877671660734.15
2025,2020,0.2, 1400, 0,14,0,116.51732561299156,1894329445735.9966
2025,2020,0.2, 1400, 0,14,1,92.1897744542016,1885143245735.9966
2025,2020,0.2, 1400, 0,12,0,116.26504218930069,1916521821369.7803
2025,2020,0.2, 1400, 0,12,1,90.20977553508072,1905991721369.7803
2025,2020,0.2, 1400, 0,10,0,116.05995252689442,1943992873870.741
2025,2020,0.2, 1400, 0,10,1,88.5753145121928,1931912573870.741
2025,2020,0.2, 1400, -20,20,0,106.37495566111183,1615265645994.5088
2025,2020,0.2, 1400, -20,20,1,90.45335736276935,1609893345994.5088
2025,2020,0.2, 1400, -20,18,0,102.58933653351288,1590806181376.2349
2025,2020,0.2, 1400, -20,18,1,85.95710156799038,1585161081376.2349
2025,2020,0.2, 1400, -20,16,0,99.8822958332734,1577945663775.0142
2025,2020,0.2, 1400, -20,16,1,82.10187759816341,1571823663775.0142
2025,2020,0.2, 1400, -20,14,0,98.27968990989447,1578406300957.8013
2025,2020,0.2, 1400, -20,14,1,79.12881649537032,1571548000957.8013
2025,2020,0.2, 1400, -20,12,0,98.26764842577818,1601007658762.4321
2025,2020,0.2, 1400, -20,12,1,77.47184822999155,1592901358762.4321
2025,2020,0.2, 1400, -20,10,0,98.28144864656103,1629269537722.5396
2025,2020,0.2, 1400, -20,10,1,76.17640110757107,1619673337722.5396
2025,2020,0.2, 1400, -40,20,0,87.54015585343024,1318651578945.4297
2025,2020,0.2, 1400, -40,20,1,75.74339607896107,1314674278945.4297
2025,2020,0.2, 1400, -40,18,0,84.49535636150233,1295250913227.4172
2025,2020,0.2, 1400, -40,18,1,72.29133819674735,1291115513227.4172
2025,2020,0.2, 1400, -40,16,0,82.30016245570903,1281691256248.73
2025,2020,0.2, 1400, -40,16,1,69.21941143031235,1277221056248.73
2025,2020,0.2, 1400, -40,14,0,81.14672054821733,1280708179548.2603
2025,2020,0.2, 1400, -40,14,1,66.79426724431067,1275675379548.2603
2025,2020,0.2, 1400, -40,12,0,81.03657122250448,1294251928408.8965
2025,2020,0.2, 1400, -40,12,1,65.14426513014449,1288373128408.8965
2025,2020,0.2, 1400, -40,10,0,81.24496322245506,1322392556433.5498
2025,2020,0.2, 1400, -40,10,1,64.16362738023675,1315115856433.5498
2025,2020,0.2, 1400, -60,20,0,67.92726533761889,1015705859033.1753
2025,2020,0.2, 1400, -60,20,1,60.05694622687139,1013049159033.1753
2025,2020,0.2, 1400, -60,18,0,65.68021272624985,997001776166.7306
2025,2020,0.2, 1400, -60,18,1,57.709501058771515,994304776166.7306
2025,2020,0.2, 1400, -60,16,0,64.3669383680505,986664022495.6675
2025,2020,0.2, 1400, -60,16,1,55.819384560163826,983743822495.6675
2025,2020,0.2, 1400, -60,14,0,64.21938271153296,989975672472.57
2025,2020,0.2, 1400, -60,14,1,54.381142256547115,986567472472.57
2025,2020,0.2, 1400, -60,12,0,64.59347013865877,1001839737390.8608
2025,2020,0.2, 1400, -60,12,1,53.30385377274961,997780337390.8608
2025,2020,0.2, 1400, -60,10,0,66.0217635647016,1034813078720.0834
2025,2020,0.2, 1400, -60,10,1,53.10641202007661,1029526978720.0834
2025,2020,0.2, 1400, -80,20,0,48.43946308438453,706040431266.2974
2025,2020,0.2, 1400, -80,20,1,44.506047307341184,704713631266.2974
2025,2020,0.2, 1400, -80,18,0,46.99450834661789,696257573292.6262
2025,2020,0.2, 1400, -80,18,1,43.05411745625289,694924573292.6262
2025,2020,0.2, 1400, -80,16,0,45.6183819880817,686764546023.4694
2025,2020,0.2, 1400, -80,16,1,41.4091150942142,685323046023.4694
2025,2020,0.2, 1400, -80,14,0,46.75214626036047,698355862541.4078
2025,2020,0.2, 1400, -80,14,1,41.340202222115465,696489662541.4078
2025,2020,0.2, 1400, -80,12,0,46.28932982011754,695517486502.8296
2025,2020,0.2, 1400, -80,12,1,40.2008971656417,693404386502.8296
2025,2020,0.2, 1400, -80,10,0,47.65455943883957,716587670834.7897
2025,2020,0.2, 1400, -80,10,1,40.16917125398789,713753970834.7897
2025,2020,0.2, 1120, 20,20,0,133.3163626802827,2045393596170.1138
2025,2020,0.2, 1120, 20,20,1,109.86386606264692,2037065296170.1138
2025,2020,0.2, 1120, 20,18,0,128.6463384890905,2009599048088.1885
2025,2020,0.2, 1120, 20,18,1,104.35886631267387,2000914323088.1885
2025,2020,0.2, 1120, 20,16,0,125.21164837222891,1987408026354.8206
2025,2020,0.2, 1120, 20,16,1,99.75216192781895,1978143081354.8206
2025,2020,0.2, 1120, 20,14,0,123.21459449491779,1982488822536.7876
2025,2020,0.2, 1120, 20,14,1,96.2727862514345,1972354047536.7876
2025,2020,0.2, 1120, 20,12,0,122.22264796048267,1991673532234.8438
2025,2020,0.2, 1120, 20,12,1,93.73395002368524,1980394097234.8438
2025,2020,0.2, 1120, 20,10,0,121.33796234940083,2006773369280.6113
2025,2020,0.2, 1120, 20,10,1,91.55572072143168,1994197074280.6113
2025,2020,0.2, 1120, 0,20,0,119.26238124869288,1821493563854.1938
2025,2020,0.2, 1120, 0,20,1,100.69452923088123,1815505943854.1938
2025,2020,0.2, 1120, 0,18,0,114.57120203305587,1785311890879.3977
2025,2020,0.2, 1120, 0,18,1,95.16308827914173,1778962575879.3977
2025,2020,0.2, 1120, 0,16,0,111.08760354779083,1762608408828.0107
2025,2020,0.2, 1120, 0,16,1,90.51629078267418,1755686353828.0107
2025,2020,0.2, 1120, 0,14,0,109.12377400185879,1757853488179.8652
2025,2020,0.2, 1120, 0,14,1,87.08137254706881,1750053138179.8652
2025,2020,0.2, 1120, 0,12,0,108.1830134104284,1767199551231.9236
2025,2020,0.2, 1120, 0,12,1,84.58307485220843,1758264026231.9236
2025,2020,0.2, 1120, 0,10,0,107.39637381733333,1783003765678.71
2025,2020,0.2, 1120, 0,10,1,82.50219325063169,1772761070678.71
2025,2020,0.2, 1120, -20,20,0,102.01940651709941,1541587599457.5417
2025,2020,0.2, 1120, -20,20,1,87.56127126275692,1537021144457.5417
2025,2020,0.2, 1120, -20,18,0,97.90955976890729,1507753389885.4417
2025,2020,0.2, 1120, -20,18,1,82.81510103138478,1502955054885.4417
2025,2020,0.2, 1120, -20,16,0,94.74445925900719,1484351375789.9854
2025,2020,0.2, 1120, -20,16,1,78.62173411989718,1479148035789.9854
2025,2020,0.2, 1120, -20,14,0,92.56790985402789,1473255578851.5679
2025,2020,0.2, 1120, -20,14,1,75.21407640350373,1467428603851.5679
2025,2020,0.2, 1120, -20,12,0,91.90370329585812,1483883535063.1506
2025,2020,0.2, 1120, -20,12,1,73.06244961207148,1477002420063.1506
2025,2020,0.2, 1120, -20,10,0,91.38109068175667,1501430317058.391
2025,2020,0.2, 1120, -20,10,1,71.3475641507667,1493293347058.391
2025,2020,0.2, 1120, -40,20,0,84.3432595368248,1265617015536.808
2025,2020,0.2, 1120, -40,20,1,73.62995220635565,1262236310536.808
2025,2020,0.2, 1120, -40,18,0,81.09480737537345,1235922394425.5862
2025,2020,0.2, 1120, -40,18,1,70.01730952261845,1232407304425.5862
2025,2020,0.2, 1120, -40,16,0,78.5738531681587,1214801737962.1318
2025,2020,0.2, 1120, -40,16,1,66.71082499876204,1211002067962.1318
2025,2020,0.2, 1120, -40,14,0,76.95613415302405,1204809801568.5952
2025,2020,0.2, 1120, -40,14,1,63.949767665117385,1200532821568.5952
2025,2020,0.2, 1120, -40,12,0,76.28444330023831,1208285809801.5764
2025,2020,0.2, 1120, -40,12,1,61.886017983878325,1203292729801.5764
2025,2020,0.2, 1120, -40,10,0,76.00498150792932,1226753989107.712
2025,2020,0.2, 1120, -40,10,1,60.517611577711,1220582954107.712
2025,2020,0.2, 1120, -60,20,0,65.81417002485365,981500122947.9156
2025,2020,0.2, 1120, -60,20,1,58.667559990106156,979241927947.9156
2025,2020,0.2, 1120, -60,18,0,63.47622595784036,959060860428.3235
2025,2020,0.2, 1120, -60,18,1,56.24020145036203,956768410428.3235
2025,2020,0.2, 1120, -60,16,0,61.95536536209436,944206529131.2822
2025,2020,0.2, 1120, -60,16,1,54.2033004102077,941724359131.2822
2025,2020,0.2, 1120, -60,14,0,61.418959377309605,941018674852.8573
2025,2020,0.2, 1120, -60,14,1,52.504145886323755,938121884852.8573
2025,2020,0.2, 1120, -60,12,0,61.33558381967027,945359722628.7073
2025,2020,0.2, 1120, -60,12,1,51.105361001761096,941910912628.7073
2025,2020,0.2, 1120, -60,10,0,62.21905056466625,969396937680.1112
2025,2020,0.2, 1120, -60,10,1,50.508353124041236,964912332680.1112
2025,2020,0.2, 1120, -80,20,0,47.43622776215637,691803528403.2972
2025,2020,0.2, 1120, -80,20,1,43.86424428911303,690675748403.2972
2025,2020,0.2, 1120, -80,18,0,45.94252051379293,679545371692.492
2025,2020,0.2, 1120, -80,18,1,42.365250863427924,678412321692.492
2025,2020,0.2, 1120, -80,16,0,44.441221642970156,666530476059.1152
2025,2020,0.2, 1120, -80,16,1,40.624632369102656,665305201059.1152
2025,2020,0.2, 1120, -80,14,0,45.2663624600884,674248995059.1226
2025,2020,0.2, 1120, -80,14,1,40.3627881578434,672662725059.1226
2025,2020,0.2, 1120, -80,12,0,44.617552366689424,667862323084.5758
2025,2020,0.2, 1120, -80,12,1,39.08984887621358,666066728084.5758
2025,2020,0.2, 1120, -80,10,0,45.584571202669395,683122044478.044
2025,2020,0.2, 1120, -80,10,1,38.783635185817715,680716579478.044
2025,2020,0.2, 840, 20,20,0,125.79956017937705,1919080670973.9414
2025,2020,0.2, 840, 20,20,1,104.79560938174122,1912231670973.9414
2025,2020,0.2, 840, 20,18,0,120.69980906523794,1871504493985.6045
2025,2020,0.2, 840, 20,18,1,98.9571544728213,1864362743985.6045
2025,2020,0.2, 840, 20,16,0,116.71075938845979,1836769725889.6033
2025,2020,0.2, 840, 20,16,1,93.93121505604981,1829152335889.6033
2025,2020,0.2, 840, 20,14,0,114.05534149711085,1818825704449.1123
2025,2020,0.2, 840, 20,14,1,89.95984762162755,1810496854449.1123
2025,2020,0.2, 840, 20,12,0,112.38650815081016,1815252117518.5007
2025,2020,0.2, 840, 20,12,1,86.91430056201268,1805989147518.5007
2025,2020,0.2, 840, 20,10,0,110.93985864311684,1818806187168.7253
2025,2020,0.2, 840, 20,10,1,84.30754777914771,1808487497168.7253
2025,2020,0.2, 840, 0,20,0,113.56682390833552,1723102012466.8037
2025,2020,0.2, 840, 0,20,1,96.88720233852386,1718172372466.8037
2025,2020,0.2, 840, 0,18,0,108.42287292347001,1674835413818.5864
2025,2020,0.2, 840, 0,18,1,91.00095031755583,1669608683818.5864
2025,2020,0.2, 840, 0,16,0,104.3745805320166,1639397256921.898
2025,2020,0.2, 840, 0,16,1,85.92246865489993,1633701046921.898
2025,2020,0.2, 840, 0,14,0,101.73022239072651,1621377530623.7642
2025,2020,0.2, 840, 0,14,1,81.9729706399365,1614963030623.7642
2025,2020,0.2, 840, 0,12,0,100.10098463155673,1617877281094.1013
2025,2020,0.2, 840, 0,12,1,78.95637416933673,1610536331094.1013
