Phase-Out:,Net-zero:,Retro-fitting:,Light-weighting:,Modal shift:,Scrap age:,Regulated EV manufacture:,Modal shift rate (years):,Cumulative Electric Emissions,Cumulative Tailpipe Emissions,Cumulative WTT Emissions,Cumulative EV Production Emissions,Cumulative ICE Production Emissions,Cumulative Conversion Production Emissions,Cumulative Electric Energy,Cumulative Tailpipe Energy,Cumulative WTT Energy,Cumulative EV Production Energy,Cumulative ICE Production Energy,Cumulative Conversion Production Energy
2025,2020,0.2,840,-54,10,1,5,0.7864853749698102,26.94767981680237,7.284601932842686,8.628594277560827,0.9544652279416667,2.125859116406667,42732257800.93964,410906750928.66003,94238077934.26575,166987504000.0,22908860000.0,42307496000
2025,2020,0.2,840,-54,10,1,5,0.9736588603181332,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,52933534169.1174,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,1.1627151814003418,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,63255005738.47425,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,1.3517511683388568,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,73576477307.83058,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,1.5407979938084022,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,83897948877.18706,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,1.729856577569219,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,94219420446.54376,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,1.918928167439967,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,104540892015.90048,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,2.107985928403766,26.9603860834753,7.288209571372859,9.689942828790826,0.9544652279416667,2.346727596033334,114862363585.25694,411104992218.8812,94283279616.65945,187472848000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,2.2970324575352983,26.9603860834753,7.288209571372859,9.697983348118326,0.9544652279416667,2.346727596033334,125183835154.6134,411104992218.8812,94283279616.65945,187628040000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,2.4860368672958306,26.9603860834753,7.288209571372859,9.738185944755825,0.9544652279416667,2.346727596033334,135505306723.96986,411104992218.8812,94283279616.65945,188404000000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,2.6749458064820963,26.9603860834753,7.288209571372859,9.874874773323326,0.9544652279416667,2.346727596033334,145826778293.32632,411104992218.8812,94283279616.65945,191042264000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,2.8637592750940954,26.9603860834753,7.288209571372859,10.148252430458324,0.9544652279416667,2.346727596033334,156148249862.6828,411104992218.8812,94283279616.65945,196318792000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,3.0525727437060945,26.9603860834753,7.288209571372859,10.461832684230824,0.9544652279416667,2.346727596033334,166469721432.03928,411104992218.8812,94283279616.65945,202371280000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,3.2413862123180937,26.9603860834753,7.288209571372859,10.976425921190824,0.9544652279416667,2.346727596033334,176791193001.39575,411104992218.8812,94283279616.65945,212303568000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,3.4301996809300928,26.9603860834753,7.288209571372859,11.531221754788323,0.9544652279416667,2.346727596033334,187112664570.75223,411104992218.8812,94283279616.65945,223011816000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,3.619013149542092,26.9603860834753,7.288209571372859,12.045814991748323,0.9544652279416667,2.346727596033334,197434136140.1087,411104992218.8812,94283279616.65945,232944104000.0,22908860000.0,46703080000
2025,2020,0.2,840,-54,10,1,5,3.807826618154091,26.9603860834753,7.288209571372859,12.656894460638322,0.9544652279416667,2.346727596033334,207755607709.46518,411104992218.8812,94283279616.65945,244738696000.0,22908860000.0,46703080000
2025,2020,0.2,840,-56,10,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025,2020,0.2,840,-56,10,1,5,0.0037770835435816173,3.635019562598984,0.991995445167191,0.0080405193275,0.3144120750866665,0.09662995983666663,206473937.9915422,55671280241.68065,12586386216.679913,155192000.0,7546448000.0,1923068000
2025,2020,0.2,840,-56,10,1,5,0.0088565523783536,7.227621704514451,1.9706455523356277,0.016081038655,0.3986295951991665,0.12423851978999996,484974157.0800934,110646931150.9313,25062996736.29654,310384000.0,9567818000.0,2472516000
2025,2020,0.2,840,-56,10,1,5,0.01700156328945647,10.753458921025205,2.9289762382514466,0.06909677519416668,0.5333776273791666,0.1794556396966666,929840757.6697966,164545496012.63312,37336176003.870544,1380488000.0,12802010000.0,3571412000
2025,2020,0.2,840,-56,10,1,5,0.029870253933135273,13.79603899867181,3.7537203277772044,0.22337136423749998,0.6793546622408333,0.26228131955666656,1632143484.0831962,210998511836.72525,47949719218.898415,4451848000.0,16305718000.0,5219756000
2025,2020,0.2,840,-56,10,1,5,0.049231568688667876,16.343819760607264,4.442229844579644,0.5271479217499997,0.8253316971025,0.37271555936999984,2687652603.7607737,249842251684.21832,56873861246.43866,10455616000.0,19809426000.0,7417548000
2025,2020,0.2,840,-56,10,1,5,0.07248823800749864,18.436369523925457,5.0062182495948315,0.864720505949166,0.909549217215,0.46934551920666645,3948777489.056901,281706504182.34283,64209651367.97328,17088272000.0,21830796000.0,9340616000
2025,2020,0.2,840,-56,10,1,5,0.09945641218060025,20.086044898788373,5.449661587762867,1.3712732235816654,0.909549217215,0.5728776190316665,5396199483.235148,306796211056.0053,69997525125.6567,26865368000.0,21830796000.0,11401046000
2025,2020,0.2,840,-56,10,1,5,0.12897418746208575,21.324441855774438,5.7817240795829274,1.9099880185241647,0.909549217215,0.6833118588449998,6987723007.061866,325609352228.0072,74352913624.10258,37263232000.0,21830796000.0,13598838000
2025,2020,0.2,840,-56,10,1,5,0.16660811772786122,22.490685070972877,6.0938698764818895,2.416540736156664,0.909549217215,0.7868439586699998,9022158850.919353,343311566696.4779,78459631295.4657,47040328000.0,21830796000.0,15659268000
2025,2020,0.2,840,-56,10,1,5,0.2141606319667755,23.572894336298457,6.383110766359492,3.003498647064163,0.909549217215,0.9110824784599998,11597982905.50776,359727504957.2492,82269854267.49542,58369344000.0,21830796000.0,18131784000
2025,2020,0.2,840,-56,10,1,5,0.27516472679993664,24.545086259793315,6.642705388779583,3.7753885025041622,0.909549217215,1.0767338381799998,14908279711.160131,374468308446.5222,85697926788.63667,73267776000.0,21830796000.0,21428472000
2025,2020,0.2,840,-56,10,1,5,0.35818314230615755,25.338269262253146,6.854272056334417,5.029709517594163,0.909549217215,1.3390151577366667,19421051965.323784,386488947434.9363,88497561885.41925,97477728000.0,21830796000.0,26648228000
2025,2020,0.2,840,-56,10,1,5,0.4622218590578482,25.965013180745636,7.021355677922386,6.115179626806661,0.909549217215,1.5667857773516667,25081887372.82602,395984911028.1631,90723466811.37865,118428648000.0,21830796000.0,31181174000
2025,2020,0.2,840,-56,10,1,5,0.5903475521321682,26.398565405129,7.136857911866972,7.28909544862166,0.909549217215,1.815262816931667,32059144284.463707,402551737542.6933,92279430143.06471,141086680000.0,21830796000.0,36126206000
