Policies,Emissions,Energy
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",40.86651306,6.7679E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",44.12274474,6.77193E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",40.11057197,6.76038E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",44.89772214,6.88682E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",39.71107147,6.87171E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",46.03220603,7.10214E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1400, 'Modal shift:', -80, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",39.58562025,7.08062E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",129.5309601,2.02063E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",109.2949148,2.01446E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",124.475,1.98199E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",103.8155052,1.97549E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",120.0670657,1.95141E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",98.88581654,1.94444E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",117.3907269,1.94122E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",94.99528682,1.93346E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",116.9087769,1.95677E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",92.42387819,1.9478E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",117.0138487,1.98152E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",90.27274407,1.97119E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",115.0409791,1.79073E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",99.07862688,1.7869E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",109.9978568,1.75154E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",93.67067596,1.74741E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",105.6837582,1.72137E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",88.85674115,1.71678E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",103.2161516,1.7126E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",85.17541668,1.7072E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",102.9048976,1.72936E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",82.79063768,1.72274E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",103.1936636,1.75534E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",80.82319772,1.74737E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",98.80055732,1.51865E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",86.17314393,1.51578E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",94.46885791,1.48293E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",81.56816284,1.47986E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",90.654873,1.45397E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",77.3924655,1.45057E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",87.87529294,1.43812E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",73.79764314,1.43416E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",87.61039309,1.45354E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",71.66289379,1.4485E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",87.94446591,1.47901E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",69.96195407,1.4727E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",81.99347222,1.24908E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",72.56389505,1.24696E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",78.62433154,1.21849E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",69.04205601,1.21626E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",75.66283203,1.19358E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",65.77871149,1.1911E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",72.90617759,1.17334E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",62.55221825,1.17051E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",72.18596686,1.17813E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",60.45448571,1.17455E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",72.49637425,1.2021E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",58.98205524,1.19742E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",64.22618302,9.70265E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",57.92800445,9.68853E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",61.86657362,9.47795E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",55.54339835,9.46356E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",60.09997248,9.30925E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",53.54744936,9.29311E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",57.67332213,9.09742E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",50.89575369,9.07949E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",56.5086641,9.0431E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",48.92843795,9.02194E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",56.81170335,9.2313E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",47.83422241,9.20169E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",46.64470776,6.86204E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",43.49561847,6.85497E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",45.14605351,6.7391E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",41.99432114,6.73202E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",43.51482508,6.59991E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",40.26890269,6.59204E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",43.15497706,6.56788E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",39.41430919,6.55807E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",43.68971318,6.64289E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",38.84846197,6.63007E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",44.5245475,6.80585E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",38.50191119,6.78762E+11
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",123.6045497,1.90581E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",104.975568,1.90075E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",118.1673043,1.85554E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",99.15331207,1.85021E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",113.3265776,1.81304E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",93.8389874,1.80733E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",110.0820866,1.7902E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",89.50234923,1.78383E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",108.8623013,1.79222E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",86.4105715,1.78487E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",108.2713764,1.80428E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",83.79483931,1.79582E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",110.9641418,1.7043E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",96.15196703,1.70115E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",105.5028966,1.6531E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",90.35926301,1.6497E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",100.7222046,1.61067E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",85.12182194,1.6069E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",97.63222044,1.58876E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",80.9410105,1.58433E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",96.54453653,1.5917E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",77.9955764,1.58627E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",96.10324819,1.60477E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",75.5294808,1.59823E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",95.72974861,1.45452E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",84.00803077,1.45216E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",91.09491916,1.40946E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",79.12526333,1.40694E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",86.89465333,1.37028E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",74.59665723,1.36749E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",83.63237058,1.34335E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",70.59726357,1.3401E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",82.66327734,1.34612E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",67.94496513,1.34199E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",82.3293335,1.3597E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",65.77531526,1.35452E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",79.75679755,1.2032E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",71.00321822,1.20145E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",76.20028229,1.16637E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",67.30667645,1.16453E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",72.9534781,1.13403E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",63.7888636,1.13199E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",69.88346946,1.10573E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",60.29125161,1.10341E+12
"('Phase-Out:', 2030, 'Net-zero:', 2020, 'Retro-fitting:', 0.5, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",68.63001444,1.10048E+12
