Policies,Emissions,Energy
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",116.1921402,2.07583E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",136.2099124,2.05927E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",111.9430726,2.049E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",134.275892,2.04908E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",108.8297119,2.03809E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",133.4448363,2.05242E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",106.7518112,2.04044E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",132.7531616,2.0609E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",105.2088715,2.04775E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",131.9737766,2.07336E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",103.9729651,2.05886E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",124.6221096,1.8568E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",105.735156,1.84938E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",121.164379,1.83001E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",101.4542848,1.82214E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",119.2240049,1.81965E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",98.33188091,1.81106E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",118.4167217,1.82309E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",96.28167779,1.81351E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",117.777965,1.83182E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",94.77660045,1.82107E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",117.0860927,1.84487E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",93.61398008,1.83277E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",105.8102666,1.56619E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",91.0905813,1.5605E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",102.5905763,1.53906E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",87.27066543,1.53308E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",100.678338,1.52579E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",84.30019546,1.5193E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",99.57954377,1.52246E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",82.08632985,1.51525E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",99.43057466,1.5348E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",80.99202251,1.52646E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",99.16328746,1.55122E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",80.24020781,1.54152E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",86.96866262,1.28247E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",76.06083059,1.27826E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",84.24525937,1.2566E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",73.02459365,1.25223E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",82.61522436,1.24269E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",70.56985074,1.23796E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",81.57812968,1.23611E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",68.58009026,1.23087E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",80.97095149,1.23717E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",67.12594793,1.23121E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",81.1790671,1.25729E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -40, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",66.83157817,1.24999E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",67.4592723,9.92126E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",60.16429104,9.89322E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",65.37744997,9.71278E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",58.06959727,9.68437E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",64.37134958,9.60679E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",56.52192571,9.57607E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",63.55511831,9.52697E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",54.9614521,9.49281E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",62.19367174,9.41242E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",53.25701755,9.37462E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",63.07419704,9.62285E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -60, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",53.31511916,9.57389E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",48.09923175,6.96238E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",44.38677356,6.94836E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",46.71287207,6.84551E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",43.05367195,6.83149E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",45.50094492,6.73621E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",41.66447912,6.72119E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",45.27117062,6.69256E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",40.96581196,6.67546E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",46.1294352,6.77047E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",40.80308341,6.74842E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",47.92642791,6.98966E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 1120, 'Modal shift:', -80, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",41.38832023,6.95949E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",130.4244731,1.94765E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",109.8976037,1.93957E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",126.3639863,1.90825E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",105.1473795,1.8998E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",123.6514279,1.88405E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",101.4235396,1.87501E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",121.9919441,1.87334E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",98.69329791,1.86349E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",120.5823931,1.86896E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",96.56043928,1.85816E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",119.2322933,1.86989E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",94.83194707,1.858E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",117.3922189,1.74781E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",100.8537308,1.74169E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",113.2874372,1.70769E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",96.04952665,1.70121E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",110.5507735,1.68309E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",92.29762412,1.67603E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",108.8974041,1.67227E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",89.57530963,1.66439E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",107.5263196,1.66802E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",87.46628291,1.65919E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",106.2529238,1.66952E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', 0, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",85.801115,1.65959E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",100.3019192,1.48449E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",87.4054403,1.47981E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",96.61540036,1.4471E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",83.21074291,1.44218E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",94.0508298,1.42202E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",79.7365695,1.41668E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",92.20197594,1.40598E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",76.9305718,1.40005E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",91.31783769,1.40594E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",75.23833946,1.39909E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",90.48041272,1.41153E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -20, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",73.99789866,1.40357E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",82.94508989,1.22366E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",73.38502878,1.22019E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",79.93360974,1.19098E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",70.1122275,1.18738E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",77.84008156,1.16862E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",67.30883906,1.16473E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",76.22269684,1.15231E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 14, 'Regulated EV manufacture:', 1)",64.87348722,1.148E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 0)",74.98801978,1.14291E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 12, 'Regulated EV manufacture:', 1)",62.91768622,1.13801E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 10, 'Regulated EV manufacture:', 0)",74.63745331,1.15296E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -40, 'Scrap age:', 10, 'Regulated EV manufacture:', 1)",62.14867704,1.14697E+12
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 20, 'Regulated EV manufacture:', 0)",64.81651407,9.54195E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 20, 'Regulated EV manufacture:', 1)",58.42004676,9.51886E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 18, 'Regulated EV manufacture:', 0)",62.59975446,9.29361E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 18, 'Regulated EV manufacture:', 1)",56.20223827,9.27022E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 16, 'Regulated EV manufacture:', 0)",61.3096461,9.13755E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 16, 'Regulated EV manufacture:', 1)",54.44487192,9.11224E+11
"('Phase-Out:', 2025, 'Net-zero:', 2050, 'Retro-fitting:', 0, 'Light-weighting:', 840, 'Modal shift:', -60, 'Scrap age:', 14, 'Regulated EV manufacture:', 0)",60.09761644,8.99328E+11
